line,reactance,limit
n_1837_n_6703,3.189789889,1185.612174
n_18293_n_18295,1.50976387,599.0908763
n_6684_n_30898,0.131329988,52268.74224
n_28698_n_30950,4.367964145,966.2068031
n_6687_n_28990,10.0464935,174.4419925
n_9890_n_31013,0.041721151,19954.4528
n_30212_n_14521,2.320960177,452.8066721
n_30519_n_30520,0.082736868,12778.19947
n_30640_n_29239,0.072852485,4310.3367
n_18277_n_18298,7.732181857,206.8606295
n_7699_n_9885,1.265633581,2164.159479
n_10014_n_18691,2.208344046,467.7082588
n_14000_n_14492,0.502909136,1225.442116
n_7045_n_24341,0.304975448,1697.094582
n_322_n_1837,4.157868717,5513.305767
n_4539_n_21560,0.992133481,787.3998799
n_23853_n_28996,5.119871779,871.2927455
n_27917_n_27922,0.095164597,3622.221381
n_6662_n_28667,1.22254032,2213.519869
n_6922_n_26871,2.028515831,494.2985583
n_10707_n_30421,1.303793522,2122.710758
n_7619_n_22867,2.365026667,1440.53727
n_4531_n_29228,2.283959326,8143.119837
n_12414_n_6888,5.790508196,804.198397
n_28673_n_23792,0.86703125,2768.414655
n_28662_n_30518,0.057710362,16155.31908
n_6965_n_6967,1.465752316,610.7409489
n_1517_n_7592,1.638147548,1829.565443
n_4532_n_275,6.797848535,724.4658631
n_1048_n_28300,3.156285592,1193.790162
n_18992_n_22425,5.232873524,266.7243024
n_18293_n_9937,1.31314673,656.0554581
n_23584_n_9453,0.291858929,5624.243942
n_6696_n_23848,0.13568691,9259.969458
n_1508_n_5117,0.697527082,990.3853871
n_29239_n_13841,0.486039597,1252.96586
n_14194_n_14258,0.198169245,2246.942096
n_28803_n_9986,7.659061697,670.3374261
n_7600_n_22816,0.049015555,17967.36449
n_4099_n_28470,1.510491666,1928.79347
n_207_n_19163,0.099068481,3528.649086
n_28662_n_9822,7.703085421,667.840932
n_6964_n_18694,0.038795619,6496.28327
n_9455_n_23584,0.684652579,3228.498809
n_7089_n_6689,8.644850819,619.5304083
n_10018_n_10014,9.313433114,590.202823
n_6660_n_6683,0.112921895,3240.439383
n_9455_n_23583,0.474454107,4099.107718
n_28954_n_10002,0.530681982,3810.874136
n_9885_n_23793,0.285398987,5706.794479
n_7014_n_6666,6.23754603,237.9077134
n_6178_n_6654,0.806354927,901.1848834
n_19230_n_25052,0.058025077,16098.22251
n_9440_n_9484,9.538766118,581.0885791
n_9505_n_9506,0.05132999,5413.90764
n_6692_n_18706,0.936554503,2632.835605
n_29006_n_31014,1.06792936,2417.188824
n_1514_n_6178,0.192671579,7370.135409
n_28666_n_30413,4.256357424,982.6253533
n_18699_n_30068,0.36578203,1507.664548
n_207_n_18308,0.325110298,5242.757375
n_15777_n_26871,0.764374345,933.1043425
n_18267_n_18268,0.222248163,2085.310969
n_3492_n_20880,0.321806862,1638.769763
n_9413_n_9441,2.153045575,1531.34877
n_6699_n_22549,1.655365494,1817.154419
n_31014_n_29010,0.34809551,5014.713087
n_28501_n_30882,3.479767696,347.8670297
n_10058_n_18692,3.076383176,1213.884718
n_10239_n_17246,2.177192248,472.0539975
n_8330_n_30976,5.211741068,861.2632957
n_15512_n_30898,2.136468428,477.8923461
n_6953_n_6954,3.110409684,374.2296801
n_7557_n_1514,5.542125615,827.4817964
n_14033_n_26042,0.031615762,7422.072691
n_6902_n_9877,0.953288799,2602.655096
n_4536_n_4521,5.716380651,810.9720745
n_22426_n_22521,0.864613305,2773.452269
n_14029_n_14488,0.959364467,804.8058795
n_9883_n_9882,2.999550702,1234.036972
n_28704_n_9412,13.47924218,463.958929
n_6705_n_6706,0.456703543,4202.132871
n_207_n_14502,5.792866153,803.9852803
n_23790_n_28999,0.629749535,3409.050921
n_28470_n_28664,1.423895104,2004.36858
n_6901_n_6902,2.278603571,1475.874369
n_7702_n_22868,0.487914365,4025.131523
n_9942_n_29007,1.929169535,1644.809611
n_28295_n_28296,1.299747553,660.4504926
n_23784_n_9863,0.186289258,7533.546892
n_6700_n_22548,0.69019668,3211.592437
n_14573_n_10025,0.78686419,2948.906512
n_324_n_19224,1.810266559,1714.357438
n_321_n_28770,1.332969951,2092.346989
n_12414_n_22589,1.603569996,1855.152113
n_23582_n_23583,0.316702374,5332.952968
n_18270_n_29803,0.27454382,1817.298568
n_6890_n_22590,0.023136314,9095.089622
n_23779_n_23780,1.123878958,2338.155236
n_29017_n_30069,3.046955511,1221.504082
n_13956_n_17072,0.344219955,1568.491678
n_26267_n_26270,0.268719035,1842.846677
n_27919_n_27920,0.033420241,23054.80879
n_30944_n_21135,0.243014147,6336.444264
n_23776_n_23777,3.090868841,1210.178149
n_18310_n_10584,2.829403114,398.0238998
n_23843_n_23844,0.035718795,22077.80753
n_15628_n_15630,1.175176744,705.2211156
n_23793_n_9886,12.17028711,495.8621121
n_23843_n_23845,0.066941183,14667.81323
n_6692_n_10016,7.66600422,669.9421583
n_319_n_22546,3.610910567,1093.66237
n_1514_n_22543,0.047260977,18398.84266
n_1258_n_4538,0.252475747,1919.187826
n_4095_n_4098,0.685231366,3226.723284
n_18699_n_18709,11.14594185,163.0382345
n_6940_n_18703,3.79101199,328.9977101
n_9866_n_23783,0.043358524,19460.60188
n_9872_n_23788,0.087994563,12275.83412
n_6705_n_18284,3.528106969,344.7567735
n_6641_n_6922,6.726823432,729.4364038
n_28295_n_28310,0.57741422,1120.041557
n_20896_n_1514,0.033978047,22807.70544
n_10836_n_30087,0.089086305,3781.251443
n_23797_n_23798,1.947411227,1634.763074
n_26264_n_28298,0.631871022,1056.217525
n_6922_n_15782,7.505426464,210.9080296
n_4491_n_30890,0.406361751,1407.862481
n_9950_n_23817,0.522424982,3849.977396
n_23844_n_23845,0.031688542,23867.36065
n_9943_n_30521,0.361176191,4895.720539
n_6177_n_18705,0.327452107,5218.318125
n_12162_n_18700,0.024626401,8732.939886
n_22548_n_6691,0.401160794,4572.265386
n_23585_n_23586,0.303856908,5478.657721
n_31089_n_29239,0.074351288,4253.57085
n_4475_n_28505,4.118803382,1003.86613
n_26569_n_26570,0.001140828,64522.63417
n_6942_n_28698,1.594731832,1861.838873
n_9928_n_30064,1.92380185,511.6513248
n_9419_n_9836,5.74501448,808.3384517
n_18296_n_18297,1.247453298,678.3450601
n_19221_n_28770,0.573086539,3624.853065
n_7065_n_7699,1.97690491,1618.844073
n_26569_n_31224,0.003107553,33604.54368
n_207_n_229,0.710981235,978.144089
n_6893_n_6903,3.387731113,1140.042514
n_6673_n_21285,1.978816429,502.3454786
n_28697_n_28470,2.2456101,1489.954816
n_9900_n_9905,3.419061189,1133.230847
n_14032_n_26042,0.271138496,1832.124673
n_26274_n_26275,1.27714942,668.0348655
n_29872_n_20897,2.357885912,1443.375826
n_28664_n_29962,1.539595533,591.5081853
n_23801_n_29000,0.241709925,6358.681231
n_7045_n_7046,1.010905858,2505.100121
n_23780_n_28945,4.349446067,968.8828326
n_6657_n_22544,0.06686647,4557.763833
n_10026_n_29228,5.27922661,854.0798857
n_6659_n_28502,0.68855562,998.7669809
n_7618_n_6897,4.034021844,1017.550951
n_17246_n_28842,7.480893773,211.3580349
n_9907_n_998,0.60485396,3499.751982
n_6655_n_22540,0.258759539,6082.697599
n_9457_n_28947,1.587259023,1867.540555
n_22539_n_22540,0.111933345,10495.88685
n_18694_n_28706,1.595783926,577.8649494
n_10022_n_28665,5.06768782,877.1230975
n_29001_n_9881,1.268633117,2160.826998
n_340_n_6906,1.219765817,2216.7963
n_9946_n_23818,0.552135608,3713.812509
n_28114_n_28625,0.42943867,1358.137793
n_9833_n_23770,0.668342286,3279.574135
n_1517_n_20895,0.221904067,6722.614015
n_14029_n_26041,0.188540788,2320.991878
n_6707_n_28996,8.046332828,649.1535985
n_14510_n_26273,1.018722915,773.9590412
n_9874_n_23790,3.985024499,1025.678339
n_30061_n_9856,0.943260521,2620.635096
n_9969_n_30975,0.185286511,7560.063539
n_9951_n_23816,8.193272468,641.5507195
n_28666_n_23768,0.640286838,3372.422003
n_6891_n_7559,0.34808991,5014.765601
n_31027_n_28663,10.08918898,3095.897181
n_2415_n_10054,0.1212589,9963.093218
n_10015_n_23847,2.71120072,1317.963899
n_9962_n_29011,0.172264004,7927.369802
n_15641_n_30940,0.399536827,25332.81577
n_30260_n_14492,0.152921926,2659.945083
n_21118_n_21135,0.167268405,2509.111864
n_7599_n_22815,0.022684269,29669.82083
n_6982_n_6966,0.833341701,882.077279
n_9914_n_29004,0.034950671,22392.48109
n_26271_n_28308,0.278482233,1800.52566
n_6651_n_22539,0.631184132,3404.004764
n_10041_n_23855,0.700626071,3180.388577
n_4472_n_6922,6.371289865,755.6831669
n_26272_n_28304,0.039541723,6416.220661
n_9852_n_28995,0.161288169,8274.514621
n_28704_n_7041,3.520630859,1111.838792
n_18277_n_18278,1.559050993,586.6923355
n_1508_n_29226,0.498199689,1232.970926
n_26264_n_26265,0.493905246,1239.93944
n_18291_n_31014,0.813436906,896.0693902
n_8318_n_8330,7.874472359,658.3420415
n_6900_n_22591,0.020341094,31852.24792
n_29873_n_30304,0.472923461,4107.739674
n_22612_n_28662,0.083929406,12659.70694
n_4474_n_28504,1.011938987,13833.79973
n_17632_n_18703,0.285004056,1773.594999
n_6665_n_28998,2.0999678,1556.436248
n_9858_n_28998,4.040290896,1016.52283
n_4474_n_4507,0.737142039,17002.82692
n_7014_n_28710,2.515211696,429.7228575
n_6685_n_30940,1.292905656,662.7236562
n_7044_n_22609,0.462232318,1294.608407
n_9839_n_9853,2.435511112,1413.25847
n_22591_n_6897,1.816717108,1710.392274
n_9457_n_23582,0.311307003,5392.942558
n_6661_n_6907,1.264055212,2165.918286
n_9426_n_10045,2.408833491,1423.428142
n_27914_n_27915,0.273524323,5866.882597
n_9892_n_23801,0.049534848,17844.51741
n_6662_n_9414,0.898035617,2705.81222
n_7065_n_28663,12.98725633,475.32639
n_23767_n_28991,0.026263552,26970.7275
n_1754_n_28766,9.944952828,175.5994323
n_9873_n_31010,6.342384213,757.9234667
n_23799_n_23801,0.2177716,6805.388989
n_28470_n_4472,4.89677862,896.9330891
n_15692_n_30941,9.802013909,177.262232
n_275_n_6024,7.288709171,692.3189314
n_6701_n_19222,0.584913973,3576.966499
n_1924_n_28719,6.709020413,730.6959151
n_4452_n_9900,3.097297013,375.2603206
n_7602_n_22814,0.374482547,4781.760301
n_7066_n_28718,0.863555287,2775.663895
n_14488_n_29293,1.180103764,703.3029446
n_10029_n_23786,3.904792536,1039.349203
n_322_n_6891,7.714489968,3686.888066
n_28670_n_28671,4.066029201,1012.329217
n_24341_n_30087,0.287159071,1764.91872
n_30950_n_6940,0.226126992,2061.954452
n_9846_n_28995,0.608668905,3485.456414
n_9969_n_23825,4.010529675,1021.427234
n_14006_n_28625,1.456602349,613.2357824
n_6953_n_18694,2.701969058,410.1460764
n_9951_n_13478,3.074732762,1214.308852
n_22542_n_22543,0.32512775,5242.574161
n_2042_n_20311,0.195925064,2263.663635
n_326_n_30944,0.985479072,2546.990358
n_6178_n_23861,0.035336628,22232.95648
n_20311_n_23859,0.501733809,3952.60668
n_18285_n_6705,0.40248144,4562.492976
n_23842_n_30522,0.364044698,4870.572875
n_18269_n_18270,1.014927871,775.841813
n_28502_n_28664,3.575044751,1100.79264
n_10048_n_22426,3.487103573,1118.786319
n_6673_n_28699,1.277445833,667.9339515
n_14001_n_14722,0.913797989,830.7091693
n_10014_n_29255,5.264660881,265.6747934
n_3861_n_21135,0.039287214,6443.249285
n_30640_n_14366,0.695759291,992.0228245
n_9505_n_28953,4.088100599,1008.767815
n_4459_n_28502,2.203672823,1508.352994
n_9487_n_31010,0.030296803,24575.50432
n_6673_n_6940,1.975234608,502.9383101
n_9484_n_9873,0.705463458,3166.174506
n_28303_n_28779,0.325121674,1627.873253
n_1850_n_1851,1.258936627,674.3105652
n_13300_n_18294,4.91382611,277.8741862
n_9484_n_23600,5.897134833,794.7022336
n_9955_n_30062,3.754141173,1066.314615
n_14528_n_28779,1.18778568,700.3384807
n_15824_n_15825,1.104251025,734.3876045
n_218_n_1586,0.332090537,1605.552463
n_6663_n_6677,0.613437855,3467.792633
n_9901_n_9904,1.422996346,2005.192623
n_322_n_22816,0.902539625,2697.014088
n_17891_n_13988,0.38294399,1463.32715
n_7065_n_7067,0.63116712,3404.064492
n_9821_n_9840,6.129088756,774.9916521
n_28673_n_30401,0.068938701,14389.7181
n_7559_n_18705,2.068545144,1571.787552
n_28470_n_28471,2.108331993,1552.413726
n_18296_n_18299,1.682205173,558.3612583
n_14194_n_18690,1.047482224,760.0584756
n_9937_n_29007,4.233714201,986.0434246
n_30942_n_30943,0.178925035,7733.976881
n_18693_n_18868,3.887671149,323.6492496
n_1517_n_20882,0.366834035,4846.431042
n_3498_n_20883,0.012546403,43627.03901
n_9441_n_9439,8.116605609,645.4892283
n_14029_n_14034,0.342141631,1574.687676
n_10052_n_23858,0.979246038,2557.532641
n_16289_n_18700,1.956697274,506.0350437
n_322_n_19224,1.306520674,2119.825245
n_23819_n_30398,3.077820556,1213.515636
n_6687_n_28669,8.571735827,622.9654882
n_9907_n_9909,2.501356592,1388.927065
n_9825_n_23768,0.174635725,7857.115166
n_18708_n_18709,1.222018134,687.5035302
n_19163_n_30205,0.489498586,1247.194809
n_6941_n_6939,0.722794331,3116.54332
n_9418_n_17163,2.220812699,1500.764314
n_10047_n_30493,2.199873323,1510.048433
n_10016_n_23850,8.593541105,621.9359868
n_18282_n_18284,2.304592658,454.8976316
n_328_n_19230,0.079661591,13097.2066
n_26264_n_28297,0.214656462,2133.030966
n_326_n_1517,2.871085167,1269.70774
n_9930_n_23809,4.79209734,909.6400562
n_9835_n_23769,0.137407912,9184.301214
n_9970_n_9971,3.009874018,1231.279949
n_14575_n_14576,1.239938875,2193.250224
n_30976_n_30975,7.534311542,677.5422709
n_6889_n_22589,0.024650577,28106.86012
n_19358_n_22602,0.278582945,1800.101889
n_14002_n_28275,0.900462126,838.6977437
n_7588_n_22813,0.03295931,23264.19417
n_4478_n_4484,6.794266339,724.7145001
n_9937_n_9938,4.1961596,991.7794639
n_6966_n_6969,1.502765641,600.9056325
n_14045_n_28625,1.271235582,670.0563553
n_23799_n_23800,0.031477928,23971.19966
n_28953_n_28955,2.764725097,1301.296733
n_9911_n_9912,3.288474104,1162.327173
n_322_n_334,1.837402776,1697.832015
n_6695_n_19222,0.050285626,17670.62075
n_14034_n_26042,0.574234466,1124.075229
n_22541_n_22542,1.834303766,1699.698822
n_6707_n_23818,10.52933254,544.8899705
n_13843_n_25970,0.449053162,1319.218223
n_9995_n_23846,0.795699151,2927.549397
n_9457_n_23583,0.571113971,3632.998592
n_6892_n_22590,0.693864507,993.7855352
n_28711_n_1572,9.474207384,3225.28081
n_7720_n_30912,1.243494262,2189.165814
n_3493_n_20881,0.157536222,2608.962434
n_6971_n_6978,1.968074412,504.1287398
n_15622_n_18690,1.367091386,639.0844933
n_10875_n_23849,0.58471866,1110.912916
n_23803_n_23805,7.137984253,701.8011185
n_9505_n_9507,1.522967,595.7046253
n_17890_n_21770,0.016413984,11372.55812
n_9981_n_9983,0.56626477,3653.221794
n_4474_n_30343,0.162402515,8237.508598
n_28501_n_28664,2.82473075,1283.233526
n_6675_n_22537,0.719282273,970.7804054
n_23598_n_23599,0.038337197,21084.09238
n_4474_n_4478,11.92118813,502.5829377
n_6991_n_19358,0.276498128,1808.926263
n_18865_n_18866,0.944911178,2617.653932
n_14000_n_14002,0.387690545,1451.638947
n_28945_n_9477,1.295944118,2131.071874
n_14570_n_26304,0.046934247,5738.81982
n_30066_n_30067,1.949675598,507.2207236
n_9506_n_28954,1.803202246,1718.726733
n_6685_n_28702,2.228691307,1497.308413
n_29006_n_29007,2.880101664,1267.118619
n_10038_n_10039,1.144340324,2310.853033
n_9829_n_9831,1.024823791,2482.899458
n_23596_n_28951,0.147341076,8776.330005
n_4472_n_28471,2.805228949,1289.034055
n_27922_n_27919,0.055778924,16517.32474
n_18298_n_18299,3.282432548,361.3424713
n_18691_n_14194,0.739985272,953.0117615
n_14626_n_15689,2.418721412,440.8066069
n_30897_n_275,4.728149275,5070.75928
n_9902_n_23804,0.084504205,3913.494223
n_6679_n_23782,4.779055743,911.2552797
n_23854_n_30401,5.637917467,818.301749
n_9887_n_18698,0.394883657,4619.450726
n_23848_n_6692,5.359123857,845.7688817
n_6670_n_22541,0.160157376,8312.500819
n_1258_n_4481,1.969623178,1622.73773
n_333_n_19233,0.44263328,4288.615159
n_14510_n_26275,0.640529867,1046.900346
n_324_n_19233,0.331909891,5172.584759
n_22426_n_22427,0.082960947,12755.72018
n_22421_n_22422,0.08205107,3989.271907
n_6905_n_22592,0.135549595,9266.075174
n_14502_n_28299,0.099205543,3525.474569
n_28502_n_30890,1.003738434,781.4613485
n_20153_n_30301,0.158510166,2598.515412
n_23847_n_28670,0.24292241,6338.001924
n_23785_n_9862,1.460428452,1971.583144
n_9458_n_23585,0.048714425,18039.5906
n_2042_n_2416,0.40398881,4551.403344
n_6400_n_18992,8.487585595,194.6811891
n_3497_n_20882,0.600595934,1091.705124
n_26292_n_2106,0.059950416,4893.501895
n_4491_n_28506,2.146536965,476.4318678
n_7591_n_19221,0.038956551,20865.26268
n_14573_n_14574,0.135166155,9283.178891
n_28697_n_6669,1.615285508,1846.381628
n_207_n_30205,0.58556067,1109.872719
n_23773_n_9836,2.309453567,1463.009851
n_9842_n_9856,10.0764566,560.7100745
n_29630_n_30522,1.005526638,2513.81632
n_18270_n_30852,0.294210558,1737.264557
n_7798_n_13721,3.860138897,325.1501617
n_9837_n_23771,0.469758758,4125.73388
n_18303_n_30975,1.631477849,569.6028239
n_18285_n_23853,5.049083739,879.2257055
n_7555_n_22779,0.086812451,12384.39706
n_13721_n_1063,16.11846874,412.9752079
n_18689_n_28669,0.059633968,15814.13198
n_10047_n_10045,2.256406398,1485.309933
n_7701_n_22868,0.286797965,1766.365058
n_9909_n_9906,3.716202069,1073.388911
n_6897_n_7619,5.770357248,806.0255405
n_23779_n_28947,0.746747812,3051.093488
n_17955_n_18292,0.057914679,5004.80396
n_7590_n_22813,0.716116674,3135.431502
n_9838_n_23773,0.026406136,26875.83067
n_9508_n_23787,0.140550979,9050.069387
n_23797_n_23799,2.319294436,1458.965695
n_1048_n_1061,0.154864443,8496.365685
n_25970_n_14783,0.255501707,1904.360281
n_6916_n_6969,0.691106354,996.3656863
n_6901_n_6906,3.921944283,1036.38791
n_3_n_18308,1.804892975,533.3503521
n_6698_n_22546,0.038431404,21050.43213
n_6697_n_6703,2.233273657,1495.307657
n_13964_n_14034,1.268610088,670.9587957
n_18710_n_6692,0.383101113,4711.451559
n_23777_n_9852,3.105801831,1206.387022
n_1517_n_20883,1.743951275,545.4106617
n_6403_n_18867,1.142934199,718.1094862
n_9891_n_23800,5.093344234,874.2442615
n_23771_n_28993,3.250774293,1171.084801
n_10014_n_14521,2.475463008,434.2023204
n_340_n_6907,3.659228695,1084.239346
n_8330_n_28300,7.024961547,709.1311285
n_22548_n_22818,1.310017599,2116.139776
n_14503_n_14505,0.030370407,7618.809893
n_4477_n_30852,0.094349588,11731.02656
n_9834_n_28666,1.818871405,1709.073197
n_1837_n_22549,0.065886891,14820.18432
n_23783_n_28652,3.122744425,1202.121982
n_29872_n_29874,0.005481921,74790.51785
n_19358_n_29661,0.521964554,1196.129454
n_26833_n_28707,0.277383752,1805.164317
n_4169_n_13431,0.276359528,1809.516807
n_7092_n_1924,2.834049506,1280.485084
n_4534_n_14030,0.992364951,787.2803111
n_9948_n_23815,0.757760815,3022.152231
n_15847_n_10239,8.788367519,190.317287
n_8337_n_28300,2.6661152,1332.43058
n_6941_n_30950,0.150439409,8658.234599
n_6967_n_28707,8.061746982,648.3453146
n_19634_n_28668,0.336816914,5123.400881
n_6404_n_6655,1.426227522,2002.23406
n_9821_n_23774,4.312006442,302.5423618
n_18869_n_30522,0.084892977,12565.97657
n_6967_n_6986,1.176073064,704.8711763
n_10017_n_28707,10.67717101,539.9664505
n_28601_n_18137,15.11783357,430.5702891
n_18293_n_18294,3.833914935,326.5962796
n_7719_n_18302,3.315284922,1156.19925
n_6681_n_22521,0.560896994,3675.943739
n_4097_n_21284,0.044688252,5924.976068
n_7619_n_22868,0.804211143,2907.340084
n_89_n_19629,0.050009479,5506.547817
n_9480_n_23599,2.236705449,463.8388882
n_29979_n_30069,1.59385245,1862.50754
n_6956_n_28703,0.913029371,831.1643586
n_9829_n_9832,0.771798642,2986.25336
n_18310_n_9882,2.897332425,391.9237414
n_7011_n_28710,3.562435372,1103.327566
n_15847_n_30957,3.429833201,351.1557304
n_18866_n_18696,2.827368375,1282.454077
n_6677_n_10039,3.306001855,1158.311715
n_29962_n_18703,1.65839276,563.5675648
n_28296_n_10239,2.036618889,493.0173744
n_6912_n_6922,0.733183279,3087.723412
n_28766_n_18866,1.094813403,2378.380598
n_9912_n_23794,0.405812483,4538.077682
n_9910_n_23804,1.06958228,2414.75636
n_9840_n_23774,3.224488763,365.5564559
n_14571_n_26304,0.016525006,11322.75955
n_1514_n_28509,9.184525531,595.5823702
n_30630_n_29240,0.766728161,931.2384989
n_6703_n_7618,3.114278343,1204.2484
n_30412_n_10014,2.394878899,1428.822124
n_6691_n_22549,1.709721747,1779.333287
n_15776_n_26871,1.803443577,533.6293607
n_10240_n_18289,0.428499099,1360.075726
n_207_n_244,0.097943207,3554.988494
n_1850_n_20153,0.914380138,830.3648304
n_28669_n_9419,16.07064382,413.7748593
n_22592_n_6895,1.266472508,2163.226119
n_23775_n_9846,2.454526945,1406.121089
n_9926_n_9928,0.6306311,3405.947796
n_10042_n_23853,1.821960908,1707.185989
n_321_n_19230,1.191120743,2251.357919
n_7602_n_22815,0.54618773,3740.090917
n_9940_n_18298,0.364168463,1512.010003
n_10835_n_24341,0.03322871,7185.503581
n_9839_n_9842,0.399677229,4583.3069
n_22612_n_23778,8.142464657,644.1539629
n_6668_n_22537,0.190137869,2308.281706
n_14523_n_26275,0.278661588,1799.771152
n_4093_n_28470,10.70618564,2978.54878
n_9856_n_9883,0.062572475,15326.61371
n_9913_n_29004,0.346555017,5029.213426
n_9947_n_23818,0.093021929,11839.75468
n_30421_n_18696,0.376017732,4769.041944
n_13841_n_30630,0.505712661,1221.01526
n_10043_n_23856,1.019186266,2491.831623
n_10009_n_29015,3.003443904,1232.995386
n_2106_n_26292,0.059950416,4893.501895
n_18290_n_29007,1.588517998,579.5842831
n_14504_n_26267,0.072223323,4334.743974
n_9892_n_30494,0.299067661,5535.614614
n_27913_n_27914,0.008575886,55889.10145
n_9853_n_23778,1.332162377,2093.172635
n_14492_n_30260,0.152921926,2659.945083
n_6646_n_28470,0.187438255,7503.451029
n_18688_n_29024,0.108712122,10697.31543
n_18689_n_22544,0.3107607,5399.112505
n_6048_n_28509,2.559434603,424.8745472
n_9419_n_9872,1.958298056,1628.840908
n_14576_n_14577,1.629190953,570.1232048
n_9937_n_18295,0.397117824,1429.111014
n_22813_n_28767,0.595038351,3537.227518
n_7089_n_9820,5.127342871,870.4660467
n_28300_n_28301,0.64245951,1044.852273
n_18026_n_28300,1.742631708,545.6794887
n_4534_n_14032,1.722462517,549.8306887
n_9480_n_9484,9.418916124,585.8914457
n_6680_n_22538,0.156370458,2621.60809
n_6659_n_22538,0.704176174,984.2874308
n_1850_n_28509,2.345848465,449.6734151
n_4534_n_4536,4.587366253,935.8666661
n_26265_n_28305,1.665790359,561.9370134
n_15825_n_15826,0.097319227,3569.810501
n_9926_n_30064,0.995790644,2529.789392
n_28106_n_28107,0.426600116,1364.014014
n_6974_n_6976,0.117090535,3164.862141
n_7046_n_22609,1.201988569,694.9400855
n_13431_n_4166,0.242093809,1972.373256
n_319_n_29979,2.858233241,1273.421511
n_18704_n_22427,1.385877599,2039.993899
n_7587_n_19223,0.846333338,2812.304095
n_27917_n_27913,0.397292954,4601.19448
n_9846_n_18698,5.454824555,836.0792978
n_4534_n_7720,1.605318071,575.628397
n_2416_n_20311,0.245505717,6294.50603
n_29000_n_9882,4.168653873,309.275269
n_10029_n_29970,7.800668848,662.390253
n_1069_n_6712,2.124721081,1544.607744
n_18992_n_16911,4.462882649,952.7788171
n_18992_n_22421,0.005074117,78650.60796
n_18992_n_22422,0.071665084,14030.93159
n_10123_n_18704,23.57194424,322.4499794
n_23795_n_23798,4.147662534,999.3134666
n_23823_n_23822,1.12503005,2336.597557
n_23823_n_29012,3.066890682,1216.329308
n_23822_n_29011,4.171487431,995.5942065
n_10048_n_22427,3.404976371,1136.280311
n_18704_n_2416,0.436411184,4328.321875
n_29004_n_23794,2.646704547,1338.783975
n_29008_n_18286,0.006855599,64658.58354
n_10123_n_20980,23.48571565,323.2201961
n_10123_n_29953,21.51350451,342.2132303
n_18704_n_1837,20.01051436,358.7340826
n_18704_n_6133,0.049007853,17969.20274
n_22422_n_6394,1.215205832,2222.208033
n_6133_n_18990,0.089963799,12100.23025
n_18697_n_29970,1.272445093,2156.610622
n_10123_n_18697,14.24475945,447.5713507
n_6712_n_1081,0.016882376,35961.06177
n_6712_n_29228,7.973846478,652.9891707
n_9890_n_23795,0.250093626,6219.091609
n_9890_n_23794,5.260503086,856.0576313
n_9913_n_9914,0.311968056,5385.50049
n_9949_n_18286,1.030505062,2473.979678
n_9951_n_23826,1.975070532,1619.82271
n_9951_n_23827,0.828179199,2852.284428
n_9951_n_18286,14.24433163,447.5801018
n_9951_n_29022,8.357410452,633.3197982
n_23822_n_31016,3.581194062,1099.561761
n_23822_n_9963,1.652283368,1819.360378
